entry,aozora_frequency,candidate_readings,sources,evidence_count,final_status,action,reason,resolved_reading,old_uuid,new_uuid,source_path,source_row,target_path
依繋,28,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,e8335c1f-d20d-5694-a787-98fca0121060,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/依繋.json,1,
依羅,52,よさみ|ヨサミ|ヨサミノ,aozora_ruby|jmnedict,4,source_conflict,conflict,sources disagree on the complete-entry reading,,0c4cfc55-81b1-5568-9497-7923319dac42,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/依羅.json,1,
依而,28,よって|よつて|ヨッテ,aozora_ruby,13,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,e4bca779-ce2d-5a96-abb0-48acfab1926e,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/依而.json,1,
侵徹,5,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,e0bf9877-9069-5510-930d-101ebc811b9c,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/侵徹.json,1,
侵畧,4,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,ce9f1790-8428-5f63-a669-d0334e8446e6,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/侵畧.json,1,
侵透,22,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,e068c191-3f77-5177-9169-9dcf68a5b0df,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/侵透.json,1,
俚伝,14,りでん,aozora_ruby,2,suspected_fragment,keep_pending,at least one example contains an independent use,,f0a39c2b-207d-5d43-8bfd-552d09a50d7b,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俚伝.json,1,
俚称,11,りしょう,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,795a0e12-2aa2-53c1-a03a-223066c48a91,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俚称.json,1,
俛,88,うつ|うつむ|うなだ|かが|くゞ|た|たれ|ふ,aozora_ruby,41,source_conflict,conflict,sources disagree on the complete-entry reading,,86d98cef-61f2-58f8-9726-08fc34119ea3,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俛.json,1,
俟,29,たの|ま|また|まつ|マ,aozora_ruby,171,source_conflict,conflict,sources disagree on the complete-entry reading,,952b8e1a-2a4c-5696-b114-4133728a0d63,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俟.json,1,
俣,65,ま|また,aozora_ruby|jmdict|jmnedict,12,source_conflict,conflict,sources disagree on the complete-entry reading,,dd90c0fe-063b-514b-8316-7ca91cc04e4f,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俣.json,1,
俣岳,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,b8555249-0b09-5fa8-9e3e-d5bd4057702a,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俣岳.json,1,
俯向,93,あおむ|あふむ|うつぶ|うつむ|うつむい|うつむか|うつむき|うつむけ,aozora_ruby,581,source_conflict,conflict,sources disagree on the complete-entry reading,,cdc6a6d5-1b2a-5cd1-8d02-a9ad726dff29,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俯向.json,1,
俯居,14,うつゐ,aozora_ruby,5,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,91d43d6a-ffbb-570c-b80c-dfcb2c4c67b4,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俯居.json,1,
俯臥,11,うつふし|うつぶし|うつぶせ|うつぷ|うつむけ,aozora_ruby,7,source_conflict,conflict,sources disagree on the complete-entry reading,,455de683-4f47-521e-92c7-90eb9091bc51,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俯臥.json,1,
俳小,12,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,7151b97d-44d8-5157-ba7e-68c996c387f2,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俳小.json,1,
俳徊,5,はいかい,aozora_ruby|jmdict,4,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,2a9e299e-ff66-5b3d-a2cd-117e537e463a,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俳徊.json,1,
俳筵,4,はいえん,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,a020e5d5-52a1-5077-aeca-c2c5972f2963,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俳筵.json,1,
俳道,15,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,08d1f382-b8a9-5aa8-808a-cf5023226f74,,/Users/iktahana/Genji/pending/needs_reading/U+4F00-U+4FFF/俳道.json,1,
偽僭,3,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,ffb054ef-fb17-5209-9ada-602dcf6d4763,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/ニセ僭.json,1,
偽如,3,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,c1e9bdb5-1fb1-56f5-a0a8-4a07af5266d5,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/ニセ如.json,1,
偽竄,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,362b2af1-b40a-5460-ab0b-a7585b4c1d3d,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/ニセ竄.json,1,
偽粧,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,72a1304f-0751-5b92-ad1e-132472f01677,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/ニセ粧.json,1,
倆,18,うつむ,aozora_ruby,1,suspected_fragment,keep_pending,single-character entries require individual review,,8f088a27-016e-5349-bdb4-698b148da473,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/倆.json,1,
倉々,4,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,24928688-cc6c-5ccf-a23f-87a51e50b788,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/倉々.json,1,
倏,6,しゅっ|たちま|たちまち,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,15c120d4-ee82-507b-9562-303ff983ea2c,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/倏.json,1,
們,10,ともがら|ら|ドモ|ラ,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,aea420d2-70af-5244-9766-5a060add646a,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/們.json,1,
倒々,9,,,0,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,bfa663cc-4081-51c5-923f-010c58f3d4ed,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/倒々.json,1,
倚,206,か|かか|き|も|もた|よ|よっ|よら|より|よりかか|ヨ,aozora_ruby,434,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,4ced4c8d-6596-5b72-860a-b225f99e8748,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/倚.json,1,
倚凭,43,よりかか|よりかゝ,aozora_ruby,16,source_conflict,conflict,sources disagree on the complete-entry reading,,2222c38d-3e03-5ad7-8141-9d2a74c355bc,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/倚凭.json,1,
倚掛,13,よせかけ|よっかか|よっかゝ|よつかか|よりかか|よりかかり|よりかゝ|よりかゝり,aozora_ruby,12,source_conflict,conflict,sources disagree on the complete-entry reading,,489aee91-2985-5291-838f-55e7f7887d8e,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/倚掛.json,1,
倚添,16,よりそ,aozora_ruby,4,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,8faa4a59-defb-5671-8386-fe5c578dda29,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/倚添.json,1,
倡,8,いざな|とな,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,566865cb-9ce2-5da1-b42b-0e54d9395441,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/倡.json,1,
倦々,4,,,0,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,9348eb36-0bb8-56be-acb5-1783bc449c2d,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/倦々.json,1,
倨然,9,きょぜん|きよぜん|ぎぜん,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,3676663c-d670-57e1-b5b4-7691142142d7,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/倨然.json,1,
倶々,17,,,0,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,0a6d4765-6111-5583-90b0-8594d463b7fe,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/倶々.json,1,
偖々,36,,,0,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,fee602f3-fb72-54bb-88b6-f6620ed98dad,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/偖々.json,1,
做,389,し|とおる|な|なら|みな,aozora_ruby|jmnedict,103,source_conflict,conflict,sources disagree on the complete-entry reading,,3c5da6ea-2e99-5b91-be41-0e495c6bbeb9,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/做.json,1,
偵七,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,bc028b57-e073-5dac-9964-9f68b591e2e7,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/偵七.json,1,
偸見,23,ぬすみみ,aozora_ruby,21,suspected_fragment,keep_pending,at least one example contains an independent use,,83cf7ac3-e305-5d86-903f-097e76d64bbe,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/偸見.json,1,
傍々,8,かたがた,aozora_ruby,2,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,4adda2ae-63ad-5180-ae63-670df264e10d,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/傍々.json,1,
傚,94,な|なら|ならっ|ならひ|なろ|ま,aozora_ruby,70,source_conflict,conflict,sources disagree on the complete-entry reading,,cb32b2a7-14f8-570d-9e72-82d83d61fcb3,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/傚.json,1,
傴,4,かが|く|くぐ,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,7b4dbfb0-ab1b-56a9-8a47-25e2928fda77,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/傴.json,1,
傷々,47,いたいた,aozora_ruby,27,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,59cbf77f-5e4c-587d-b018-76c85bdf4c57,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/傷々.json,1,
僂,8,かが|かゞ|ちぢ,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,03821f2a-80b1-590b-be4b-9b8f1fd710a6,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/僂.json,1,
僂麻,34,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,1eab358e-cb04-51a8-a09d-987869460200,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/僂麻.json,1,
僉知,11,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,86e1ba1a-f9be-5ece-96ce-6ecf11ee47ea,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/僉知.json,1,
僣,6,せん|ひそ,aozora_ruby,2,source_conflict,conflict,sources disagree on the complete-entry reading,,abf85a75-b678-59e5-9ab9-3e7438d48889,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/僣.json,1,
僣上,27,せんじやう|せんじょう,aozora_ruby,6,source_conflict,conflict,sources disagree on the complete-entry reading,,bb911fc4-b6a8-52b9-a3e0-a0a71a60aec6,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/僣上.json,1,
僣称,16,せんしょう|せんしよう,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,e65743d3-eb5b-5b90-8843-3b9d369ec6da,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/僣称.json,1,
僣越,37,せんえつ|せんゑつ,aozora_ruby|jmdict,6,source_conflict,conflict,sources disagree on the complete-entry reading,,46fa04e5-42f6-573b-86f3-44f465fe7972,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/僣越.json,1,
僥,4,しあわ,aozora_ruby,1,suspected_fragment,keep_pending,single-character entries require individual review,,be073907-9b94-50ea-8fba-398d0d7ea6bd,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/僥.json,1,
僭望,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,bfcc4024-cd69-5547-afbf-72de59e464f6,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/僭望.json,1,
僮,38,こども|しもべ|どう|ボオイ|ボーイ,aozora_ruby,6,source_conflict,conflict,sources disagree on the complete-entry reading,,8528fc1f-d1cb-50e7-a9f5-b6060c9e7d9b,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/僮.json,1,
僮子,9,こぞう|どうし,aozora_ruby,2,source_conflict,conflict,sources disagree on the complete-entry reading,,d1050831-bea0-53e9-b4e5-a33e1c8962eb,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/僮子.json,1,
僵,91,たお|たふ|だおれ,aozora_ruby,39,source_conflict,conflict,sources disagree on the complete-entry reading,,69668ae2-1d0d-52a1-8787-2ee2fa78ea13,,/Users/iktahana/Genji/pending/needs_reading/U+5000-U+50FF/僵.json,1,
児如,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,37ca8c36-c1f0-56cc-9b77-eb37955b550f,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/コ如.json,1,
児歸,1,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,f6ab2492-fd08-5bf7-8f42-480a16a3d472,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/コ歸.json,1,
児眺,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,3840df35-827c-5b3a-a6e7-ee1642323139,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/コ眺.json,1,
児矣,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,ef38738e-70cb-5ebb-a483-13e1c1fda027,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/コ矣.json,1,
児贖,2,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,69c2527a-0655-5137-ace5-3abe8cb67fc1,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/コ贖.json,1,
児送,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,7389cb83-1909-53f6-8df8-239b992d25c8,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/コ送.json,1,
冊兩,2,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,fc215f3b-c789-57e3-ad0b-33e7d3012f58,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/サツ兩.json,1,
冊揃,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,8dbe1115-1b5f-56d9-83ad-0988fbd3278a,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/サツ揃.json,1,
冊紛,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,bc4fb2cc-59c7-590b-9b43-20ff5ccf0198,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/サツ紛.json,1,
冊載,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,3900978f-f503-5dfa-9158-7dcea815f990,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/サツ載.json,1,
冊送,2,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,4e578d96-499b-5a05-ba23-c35bf24adce7,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/サツ送.json,1,
処云,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,73b8c14f-947b-5c83-a6bf-e724071c083b,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/トコロ云.json,1,
処兩,2,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,ca769d3e-ed6e-51de-952a-20bdd80d8fa2,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/トコロ兩.json,1,
処却,3,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,727a3169-e0b9-5003-81f2-4fa4b1c0a7ca,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/トコロ却.json,1,
処如,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,1f7a3389-0100-50f4-97aa-7f578f1ee975,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/トコロ如.json,1,
処披,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,d323f93a-8740-5cca-9922-ca38eab75f62,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/トコロ披.json,1,
処欺,1,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,848b6f1e-9971-5751-95d8-b482ff24f4fa,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/トコロ欺.json,1,
処移,1,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,63748e60-36d4-55f5-bbf1-743562a84644,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/トコロ移.json,1,
処而,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,0ab71c90-5546-5cab-a407-84575345208c,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/トコロ而.json,1,
処耘,5,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,7c72790d-fda6-5fba-84c8-73e81f622fbc,,/Users/iktahana/Genji/pending/needs_reading/U+5100-U+51FF/トコロ耘.json,1,
